Produto,Mês,Ano,Estado,UF,Microrregião,Exportação Mín (Kt),Exportação Med (Kt),Exportação Max (Kt),Tipo,Tipo Ajustado,% Confiança
Farelo,11.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,12.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2015.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2016.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2017.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2018.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,75
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,80
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,85
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,90
Farelo,4.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,5.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,6.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,7.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,8.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,9.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,10.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,11.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,12.0,2019.0,ACRE,AC,AC,0.000,0.000,0.000,Prevista,Prevista,95
Farelo,1.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,4.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,5.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,6.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,7.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,8.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,9.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,10.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,11.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,12.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,4.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,5.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,6.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,7.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,8.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,9.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,10.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,11.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,12.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,4.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,5.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,6.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,7.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,8.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,9.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,10.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,11.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,12.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,4.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,5.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,6.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,7.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,8.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,9.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,10.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,11.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,12.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,2.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,3.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Real,Real / Calculada,0
Farelo,1.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2015.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2016.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2017.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,5.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,6.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,7.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,8.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,9.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,10.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,11.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,12.0,2018.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,1.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,2.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,3.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Calculada,Real / Calculada,0
Farelo,4.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,5.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,6.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,7.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,8.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,9.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,10.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,11.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
Farelo,12.0,2019.0,ALAGOAS,AL,AL,0.000,0.000,0.000,Prevista,Prevista,70
